Times,Buffer,Window,Trigger,heartbeat,initialization,observation,correction,classification,injection,essential,uncorrectable 
2024-07-07 15:41:54,0,0,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,1,1,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,2,2,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,3,3,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,4,4,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,5,5,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,6,6,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,7,7,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,8,8,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,9,9,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,10,10,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,11,11,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,12,12,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,13,13,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,14,14,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,15,15,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,16,16,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,17,17,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,18,18,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,19,19,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,20,20,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,21,21,0,1,0,0,0,0,0,1,1
2024-07-07 15:41:54,22,22,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,23,23,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,24,24,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,25,25,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,26,26,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,27,27,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,28,28,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,29,29,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,30,30,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,31,31,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,32,32,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,33,33,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,34,34,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,35,35,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,36,36,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,37,37,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,38,38,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,39,39,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,40,40,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,41,41,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,42,42,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,43,43,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,44,44,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,45,45,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,46,46,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,47,47,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,48,48,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,49,49,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,50,50,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,51,51,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,52,52,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,53,53,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,54,54,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,55,55,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,56,56,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,57,57,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,58,58,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,59,59,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,60,60,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,61,61,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,62,62,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,63,63,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,64,64,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,65,65,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,66,66,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,67,67,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,68,68,0,0,0,0,0,0,0,1,1
2024-07-07 15:41:54,69,69,0,0,0,0,0,0,0,1,1
