Times,Buffer,Window,Trigger,heartbeat,initialization,observation,correction,classification,injection,essential,uncorrectable 
2024-07-07 15:29:56,0,0,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,1,1,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,2,2,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,3,3,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,4,4,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,5,5,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,6,6,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,7,7,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,8,8,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,9,9,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,10,10,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,11,11,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,12,12,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,13,13,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,14,14,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,15,15,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,16,16,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,17,17,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,18,18,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,19,19,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,20,20,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,21,21,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,22,22,0,1,0,0,0,0,0,1,1
2024-07-07 15:29:56,23,23,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,24,24,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,25,25,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,26,26,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,27,27,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,28,28,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,29,29,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,30,30,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,31,31,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,32,32,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,33,33,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,34,34,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,35,35,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,36,36,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,37,37,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,38,38,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,39,39,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,40,40,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,41,41,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,42,42,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,43,43,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,44,44,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,45,45,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,46,46,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,47,47,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,48,48,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,49,49,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,50,50,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,51,51,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,52,52,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,53,53,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,54,54,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,55,55,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,56,56,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,57,57,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,58,58,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,59,59,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,60,60,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,61,61,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,62,62,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,63,63,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,64,64,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,65,65,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,66,66,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,67,67,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,68,68,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,69,69,0,0,0,0,0,0,0,1,1
2024-07-07 15:29:56,70,70,0,0,0,0,0,0,0,1,1
